destination_continent,destination_name,origin_name,population,destination_lat,destination_lon,origin_lat,origin_lon
Europe,Iceland,Rwanda,4,65,-18,-2,30
Europe,Iceland,Saudi Arabia,8,65,-18,25,45
Europe,Iceland,Senegal,21,65,-18,14,-14
Europe,Iceland,Serbia,325,65,-18,44,21
Europe,Iceland,Sierra Leone,14,65,-18,8.5,-11.5
Europe,Iceland,Singapore,20,65,-18,1.366667,103.8
Europe,Iceland,Slovakia,200,65,-18,48.666667,19.5
Europe,Iceland,Slovenia,33,65,-18,46.25,15.166667
Europe,Iceland,Solomon Islands,1,65,-18,-8,159
Europe,Iceland,Somalia,1,65,-18,6,48
Europe,Iceland,South Africa,81,65,-18,-30,26
Europe,Iceland,Spain,443,65,-18,40,-4
Europe,Iceland,Sri Lanka,167,65,-18,7,81
Europe,Iceland,Sweden,"1,939",65,-18,62,15
Europe,Iceland,Switzerland,142,65,-18,47,8
Europe,Iceland,Syrian Arab Republic,35,65,-18,35,38
Europe,Iceland,Tajikistan,2,65,-18,39,71
Europe,Iceland,Thailand,"1,198",65,-18,15,100
Europe,Iceland,The former Yugoslav Republic of Macedonia  ,41,65,-18,41.833333,22
Europe,Iceland,Togo,6,65,-18,8,1.166667
Europe,Iceland,Tonga,1,65,-18,-20,-175
Europe,Iceland,Trinidad and Tobago,3,65,-18,11,-61
Europe,Iceland,Tunisia,26,65,-18,34,9
Europe,Iceland,Turkey,70,65,-18,39.059012,34.911546
Europe,Iceland,Turkmenistan,1,65,-18,40,60
Europe,Iceland,Uganda,39,65,-18,2,33
Europe,Iceland,Ukraine,272,65,-18,49,32
Europe,Iceland,United Arab Emirates,4,65,-18,24,54
Europe,Iceland,United Kingdom,"1,271",65,-18,54,-4
Europe,Iceland,United Republic of Tanzania,31,65,-18,-6,35
Europe,Iceland,United States,"2,068",65,-18,39.828175,-98.5795
Europe,Iceland,Uruguay,8,65,-18,-33,-56
Europe,Iceland,Uzbekistan,10,65,-18,41.707542,63.84911
Europe,Iceland,Bolivarian Republic of Venezuela,39,65,-18,8,-66
Europe,Iceland,Viet Nam,598,65,-18,16.166667,107.833333
Europe,Iceland,Zambia,9,65,-18,-15,30
Europe,Iceland,Zimbabwe,11,65,-18,-19,29
Europe,Ireland,Afghanistan,148,53,-8,33,66
Europe,Ireland,Albania,297,53,-8,41,20
Europe,Ireland,Algeria,588,53,-8,28,3
Europe,Ireland,Andorra,2,53,-8,42.5,1.5
Europe,Ireland,Angola,480,53,-8,-12.5,18.5
Europe,Ireland,Anguilla,1,53,-8,18.216667,-63.05
Europe,Ireland,Antigua and Barbuda,2,53,-8,17.05,-61.8
Europe,Ireland,Argentina,327,53,-8,-34,-64
Europe,Ireland,Armenia,53,53,-8,40,45
Europe,Ireland,Aruba,7,53,-8,12.5,-69.966667
Europe,Ireland,Australia,"6,601",53,-8,-25,135
Europe,Ireland,Austria,784,53,-8,47.333333,13.333333
Europe,Ireland,Azerbaijan,50,53,-8,40.5,47.5
Europe,Ireland,Bahamas,27,53,-8,24,-76
Europe,Ireland,Bahrain,82,53,-8,26,50.5
Europe,Ireland,Bangladesh,"3,232",53,-8,24,90
Europe,Ireland,Barbados,18,53,-8,13.166667,-59.533333
Europe,Ireland,Belarus,611,53,-8,53,28
Europe,Ireland,Belgium,"1,638",53,-8,50.833333,4
Europe,Ireland,Belize,2,53,-8,17.25,-88.75
Europe,Ireland,Benin,34,53,-8,9.5,2.25
Europe,Ireland,Bermuda,57,53,-8,32.333333,-64.75
Europe,Ireland,Bhutan,7,53,-8,27.5,90.5
Europe,Ireland,Plurinational State of Bolivia,17,53,-8,-17,-65
Europe,Ireland,Bosnia and Herzegovina,640,53,-8,44.25,17.833333
Europe,Ireland,Botswana,80,53,-8,-22,24
Europe,Ireland,Brazil,"10,292",53,-8,-10,-55
Europe,Ireland,British Virgin Islands,1,53,-8,18.5,-64.5
Europe,Ireland,Brunei Darussalam,16,53,-8,4.5,114.666667
Europe,Ireland,Bulgaria,"1,974",53,-8,43,25
Europe,Ireland,Burkina Faso,9,53,-8,13,-2
Europe,Ireland,Burundi,48,53,-8,-3.5,30
Europe,Ireland,Cambodia,4,53,-8,13,105
Europe,Ireland,Cameroon,11,53,-8,6,12
Europe,Ireland,Canada,346,53,-8,60,-96
Europe,Ireland,Cape Verde,"5,323",53,-8,16,-24
Europe,Ireland,Cayman Islands,25,53,-8,19.5,-80.666667
Europe,Ireland,Central African Republic,8,53,-8,7,21
Europe,Ireland,Chad,10,53,-8,15,19
Europe,Ireland,Chile,142,53,-8,-30,-71
Europe,Ireland,China,"12,683",53,-8,35,105
Europe,Ireland,Hong Kong,"1,887",53,-8,22.25,114.166667
Europe,Ireland,Cook Islands,"2,519",53,-8,-16.083333,-161.583333
Europe,Ireland,Cote dIvoire,11,53,-8,8,-5
Europe,Ireland,Croatia,133,53,-8,45.166667,15.5
Europe,Ireland,Cuba,506,53,-8,22,-79.5
Europe,Ireland,Curacao,83,53,-8,12.166667,-69
Europe,Ireland,Czech Republic,288,53,-8,49.75,15
Europe,Ireland,Congo,"6,081",53,-8,-1,15
Europe,Ireland,Democratic Peoples Republic of Korea ,131,53,-8,40,127
Europe,Ireland,The Democratic Republic of the Congo,52,53,-8,0,25
Europe,Ireland,Denmark,980,53,-8,56,10
Europe,Ireland,Djibouti,1,53,-8,11.5,42.5
Europe,Ireland,Dominica,1,53,-8,15.5,-61.333333
Europe,Ireland,Dominican Republic,10,53,-8,19,-70.666667
Europe,Ireland,Ecuador,39,53,-8,-2,-77.5
Europe,Ireland,Egypt,532,53,-8,27,30
Europe,Ireland,El Salvador,27,53,-8,13.833333,-88.916667
Europe,Ireland,Eritrea,38,53,-8,15,39
Europe,Ireland,Estonia,"2,744",53,-8,59,26
Europe,Ireland,Ethiopia,154,53,-8,8,38
Europe,Ireland,Faeroe Islands,3,53,-8,,
Europe,Ireland,Falkland Islands Malvinas,4,53,-8,-51.75,-59.166667
Europe,Ireland,Fiji,14,53,-8,-18,178
Europe,Ireland,Finland,966,53,-8,64,26
Europe,Ireland,France,"11,147",53,-8,46,2
Europe,Ireland,French Polynesia,1,53,-8,-15,-140
Europe,Ireland,Gabon,4,53,-8,-1,11.75
Europe,Ireland,Gambia,57,53,-8,13.5,-15.5
Europe,Ireland,Georgia,255,53,-8,41.999981,43.499905
Europe,Ireland,Germany,"14,368",53,-8,51.5,10.5
Europe,Ireland,Ghana,504,53,-8,8,-2
Europe,Ireland,Gibraltar,39,53,-8,36.133333,-5.35
Europe,Ireland,Greece,636,53,-8,39,22
Europe,Ireland,Greenland,1,53,-8,72,-40
Europe,Ireland,Grenada,14,53,-8,12.116667,-61.666667
Europe,Ireland,Guatemala,125,53,-8,15.5,-90.25
Europe,Ireland,Guinea,50,53,-8,11,-10
Europe,Ireland,Guinea-Bissau,1,53,-8,12,-15
Europe,Ireland,Guyana,29,53,-8,5,-59
Europe,Ireland,Haiti,4,53,-8,19,-72.416667
Europe,Ireland,Honduras,12,53,-8,15,-86.5
Europe,Ireland,Hungary,"8,206",53,-8,47,20
Europe,Ireland,Iceland,38,53,-8,65,-18
Europe,Ireland,India,"19,764",53,-8,20,77
Europe,Ireland,Indonesia,128,53,-8,-5,120
Europe,Ireland,Islamic Republic of Iran,445,53,-8,32,53
Europe,Ireland,Iraq,453,53,-8,33,44
Europe,Ireland,Israel,220,53,-8,31.5,34.75
Europe,Ireland,Italy,"7,910",53,-8,42.833333,12.833333
Europe,Ireland,Jamaica,120,53,-8,18.25,-77.5
Europe,Ireland,Japan,529,53,-8,36,138
Europe,Ireland,Jordan,111,53,-8,31,36
Europe,Ireland,Kazakhstan,259,53,-8,48,68
Europe,Ireland,Kenya,482,53,-8,1,38
Europe,Ireland,Kuwait,201,53,-8,29.5,47.75
Europe,Ireland,Kyrgyzstan,32,53,-8,41,75
Europe,Ireland,Lao Peoples Democratic Republic,34,53,-8,18,105
Europe,Ireland,Latvia,"22,126",53,-8,57,25
Europe,Ireland,Lebanon,133,53,-8,33.833333,35.833333
Europe,Ireland,Lesotho,39,53,-8,-29.5,28.25
Europe,Ireland,Liberia,107,53,-8,6.5,-9.5
Europe,Ireland,Libya,439,53,-8,25,17
Europe,Ireland,Liechtenstein,2,53,-8,47.166667,9.533333
Europe,Ireland,Lithuania,"38,572",53,-8,56,24
Europe,Ireland,Luxembourg,156,53,-8,49.75,6.166667
Europe,Ireland,Madagascar,12,53,-8,-20,47
Europe,Ireland,Malawi,76,53,-8,-13.5,34
Europe,Ireland,Malaysia,"4,186",53,-8,2.5,112.5
Europe,Ireland,Maldives,2,53,-8,3.2,73
Europe,Ireland,Mali,29,53,-8,17,-4
Europe,Ireland,Malta,372,53,-8,35.916667,14.433333
Europe,Ireland,Mauritania,8,53,-8,20,-12
Europe,Ireland,Mauritius,"3,231",53,-8,-20.3,57.583333
Europe,Ireland,Mexico,305,53,-8,23,-102
Europe,Ireland,Monaco,7,53,-8,43.733333,7.4
Europe,Ireland,Mongolia,318,53,-8,46,105
Europe,Ireland,Montserrat,1,53,-8,16.75,-62.2
Europe,Ireland,Morocco,274,53,-8,32,-5
Europe,Ireland,Mozambique,39,53,-8,-18.25,35
Europe,Ireland,Myanmar,64,53,-8,22,98
Europe,Ireland,Namibia,38,53,-8,-22,17
Europe,Ireland,Nepal,136,53,-8,28,84
Europe,Ireland,Netherlands,"4,980",53,-8,52.5,5.75
Europe,Ireland,New Caledonia,7,53,-8,-21.5,165.5
Europe,Ireland,New Zealand,"2,271",53,-8,-42,174
Europe,Ireland,Nicaragua,16,53,-8,13,-85
Europe,Ireland,Niger,129,53,-8,16,8
Europe,Ireland,Nigeria,"21,894",53,-8,10,8
Europe,Ireland,Norway,305,53,-8,62,10
Europe,Ireland,Oman,49,53,-8,21,57
Europe,Ireland,Pakistan,"9,219",53,-8,30,70
Europe,Ireland,Panama,16,53,-8,9,-80
Europe,Ireland,Papua New Guinea,13,53,-8,-6,147
Europe,Ireland,Paraguay,27,53,-8,-22.993333,-57.996389
Europe,Ireland,Peru,127,53,-8,-10,-76
Europe,Ireland,Philippines,"15,312",53,-8,13,122
Europe,Ireland,Poland,"127,507",53,-8,52,20
Europe,Ireland,Portugal,"2,486",53,-8,39.5,-8
Europe,Ireland,Qatar,35,53,-8,25.5,51.25
Europe,Ireland,Republic of Korea,193,53,-8,37,127.5
Europe,Ireland,Republic of Moldova,"3,787",53,-8,47,29
Europe,Ireland,Romania,"19,919",53,-8,46,25
Europe,Ireland,Russian Federation,"6,570",53,-8,60,100
Europe,Ireland,Rwanda,80,53,-8,-2,30
Europe,Ireland,Saint Helena Ascension and Tristan da Cunha,7,53,-8,-15.95,-5.7
Europe,Ireland,Saint Kitts and Nevis,2,53,-8,17.333333,-62.75
Europe,Ireland,Saint Lucia,7,53,-8,13.883333,-60.966667
Europe,Ireland,Saint Vincent and the Grenadines,2,53,-8,13.083333,-61.2
Europe,Ireland,Samoa,13,53,-8,-13.803096,-172.178309
Europe,Ireland,Saudi Arabia,429,53,-8,25,45
Europe,Ireland,Senegal,22,53,-8,14,-14
Europe,Ireland,Seychelles,11,53,-8,-4.583333,55.666667
Europe,Ireland,Sierra Leone,196,53,-8,8.5,-11.5
Europe,Ireland,Singapore,216,53,-8,1.366667,103.8
Europe,Ireland,Slovakia,"11,838",53,-8,48.666667,19.5
Europe,Ireland,Slovenia,210,53,-8,46.25,15.166667
Europe,Ireland,Solomon Islands,2,53,-8,-8,159
Europe,Ireland,Somalia,531,53,-8,6,48
Europe,Ireland,South Africa,"8,983",53,-8,-30,26
Europe,Ireland,Spain,"7,751",53,-8,40,-4
Europe,Ireland,Sri Lanka,238,53,-8,7,81
Europe,Ireland,State of Palestine,67,53,-8,,
Europe,Ireland,Sudan,588,53,-8,16,30
Europe,Ireland,Suriname,12,53,-8,4,-56
Europe,Ireland,Swaziland,21,53,-8,-26.5,31.5
Europe,Ireland,Sweden,"1,868",53,-8,62,15
Europe,Ireland,Switzerland,553,53,-8,47,8
Europe,Ireland,Syrian Arab Republic,114,53,-8,35,38
Europe,Ireland,Tajikistan,21,53,-8,39,71
Europe,Ireland,Thailand,535,53,-8,15,100
Europe,Ireland,The former Yugoslav Republic of Macedonia  ,655,53,-8,41.833333,22
Europe,Ireland,Timor-Leste,3,53,-8,-8.833333,125.75
Europe,Ireland,Togo,114,53,-8,8,1.166667
Europe,Ireland,Tonga,1,53,-8,-20,-175
Europe,Ireland,Trinidad and Tobago,111,53,-8,11,-61
Europe,Ireland,Tunisia,100,53,-8,34,9
Europe,Ireland,Turkey,489,53,-8,39.059012,34.911546
Europe,Ireland,Turkmenistan,4,53,-8,40,60
Europe,Ireland,Turks and Caicos Islands,1,53,-8,21.733333,-71.583333
Europe,Ireland,Uganda,149,53,-8,2,33
Europe,Ireland,Ukraine,"4,564",53,-8,49,32
Europe,Ireland,United Arab Emirates,201,53,-8,24,54
Europe,Ireland,United Kingdom,"254,761",53,-8,54,-4
Europe,Ireland,United Republic of Tanzania,125,53,-8,-6,35
Europe,Ireland,United States,"30,690",53,-8,39.828175,-98.5795
Europe,Ireland,Uruguay,55,53,-8,-33,-56
Europe,Ireland,Uzbekistan,92,53,-8,41.707542,63.84911
Europe,Ireland,Vanuatu,1,53,-8,-16,167
Europe,Ireland,Bolivarian Republic of Venezuela,128,53,-8,8,-66
Europe,Ireland,Viet Nam,635,53,-8,16.166667,107.833333
Europe,Ireland,Western Sahara,1,53,-8,25,-13.5
Europe,Ireland,Yemen,31,53,-8,15.5,47.5
Europe,Ireland,Zambia,340,53,-8,-15,30
Europe,Ireland,Zimbabwe,"3,098",53,-8,-19,29
Europe,Isle of Man,Australia,371,54.25,-4.5,-25,135
Europe,Isle of Man,Cape Verde,206,54.25,-4.5,16,-24
Europe,Isle of Man,Channel Islands,263,54.25,-4.5,,
Europe,Isle of Man,Ireland,"2,202",54.25,-4.5,53,-8
Europe,Isle of Man,New Zealand,95,54.25,-4.5,-42,174
Europe,Isle of Man,South Africa,601,54.25,-4.5,-30,26
Europe,Isle of Man,United Kingdom,"39,052",54.25,-4.5,54,-4
Europe,Isle of Man,United States,276,54.25,-4.5,39.828175,-98.5795
Europe,Latvia,Afghanistan,20,57,25,33,66
Europe,Latvia,Albania,5,57,25,41,20
Europe,Latvia,Algeria,14,57,25,28,3
Europe,Latvia,Angola,1,57,25,-12.5,18.5
Europe,Latvia,Argentina,18,57,25,-34,-64
Europe,Latvia,Armenia,773,57,25,40,45
Europe,Latvia,Australia,139,57,25,-25,135
Europe,Latvia,Austria,119,57,25,47.333333,13.333333
Europe,Latvia,Azerbaijan,"2,040",57,25,40.5,47.5
Europe,Latvia,Bangladesh,6,57,25,24,90
Europe,Latvia,Belarus,"45,962",57,25,53,28
Europe,Latvia,Belgium,97,57,25,50.833333,4
Europe,Latvia,Bosnia and Herzegovina,5,57,25,44.25,17.833333
Europe,Latvia,Brazil,31,57,25,-10,-55
Europe,Latvia,Bulgaria,451,57,25,43,25
Europe,Latvia,Canada,1,57,25,60,-96
Europe,Latvia,Cape Verde,124,57,25,16,-24
Europe,Latvia,Chile,4,57,25,-30,-71
Europe,Latvia,China,192,57,25,35,105
Europe,Latvia,Colombia,8,57,25,4,-72
Europe,Latvia,Croatia,1,57,25,45.166667,15.5
Europe,Latvia,Cuba,5,57,25,22,-79.5
Europe,Latvia,Curacao,47,57,25,12.166667,-69
Europe,Latvia,Czech Republic,18,57,25,49.75,15
Europe,Latvia,Congo,208,57,25,-1,15
Europe,Latvia,Democratic Peoples Republic of Korea ,11,57,25,40,127
Europe,Latvia,Denmark,241,57,25,56,10
Europe,Latvia,Egypt,35,57,25,27,30
Europe,Latvia,Estonia,"2,886",57,25,59,26
Europe,Latvia,Finland,232,57,25,64,26
Europe,Latvia,France,277,57,25,46,2
Europe,Latvia,Georgia,"1,353",57,25,41.999981,43.499905
Europe,Latvia,Germany,"2,597",57,25,51.5,10.5
Europe,Latvia,Greece,28,57,25,39,22
Europe,Latvia,Hungary,204,57,25,47,20
Europe,Latvia,Iceland,33,57,25,65,-18
Europe,Latvia,India,85,57,25,20,77
Europe,Latvia,Indonesia,2,57,25,-5,120
Europe,Latvia,Islamic Republic of Iran,31,57,25,32,53
Europe,Latvia,Iraq,9,57,25,33,44
Europe,Latvia,Ireland,638,57,25,53,-8
Europe,Latvia,Israel,98,57,25,31.5,34.75
Europe,Latvia,Italy,265,57,25,42.833333,12.833333
Europe,Latvia,Japan,12,57,25,36,138
Europe,Latvia,Jordan,5,57,25,31,36
Europe,Latvia,Kazakhstan,"5,919",57,25,48,68
Europe,Latvia,Kenya,2,57,25,1,38
Europe,Latvia,Kuwait,2,57,25,29.5,47.75
Europe,Latvia,Kyrgyzstan,827,57,25,41,75
Europe,Latvia,Lebanon,40,57,25,33.833333,35.833333
Europe,Latvia,Libya,5,57,25,25,17
Europe,Latvia,Lithuania,"16,964",57,25,56,24
Europe,Latvia,Luxembourg,10,57,25,49.75,6.166667
Europe,Latvia,Malaysia,3,57,25,2.5,112.5
Europe,Latvia,Malta,8,57,25,35.916667,14.433333
Europe,Latvia,Mexico,37,57,25,23,-102
Europe,Latvia,Mongolia,107,57,25,46,105
Europe,Latvia,Morocco,9,57,25,32,-5
Europe,Latvia,Nepal,11,57,25,28,84
Europe,Latvia,Netherlands,112,57,25,52.5,5.75
Europe,Latvia,New Zealand,11,57,25,-42,174
Europe,Latvia,Nigeria,10,57,25,10,8
Europe,Latvia,Norway,161,57,25,62,10
Europe,Latvia,Pakistan,29,57,25,30,70
Europe,Latvia,Peru,6,57,25,-10,-76
Europe,Latvia,Philippines,4,57,25,13,122
Europe,Latvia,Poland,"1,034",57,25,52,20
Europe,Latvia,Portugal,43,57,25,39.5,-8
Europe,Latvia,Republic of Korea,31,57,25,37,127.5
Europe,Latvia,Republic of Moldova,"1,710",57,25,47,29
Europe,Latvia,Romania,260,57,25,46,25
Europe,Latvia,Russian Federation,"137,224",57,25,60,100
Europe,Latvia,Saudi Arabia,1,57,25,25,45
Europe,Latvia,Serbia,5,57,25,44,21
Europe,Latvia,Singapore,4,57,25,1.366667,103.8
Europe,Latvia,Slovakia,46,57,25,48.666667,19.5
Europe,Latvia,Slovenia,9,57,25,46.25,15.166667
Europe,Latvia,Somalia,4,57,25,6,48
Europe,Latvia,South Africa,10,57,25,-30,26
Europe,Latvia,South Sudan,1,57,25,8,30
Europe,Latvia,Spain,164,57,25,40,-4
Europe,Latvia,Sri Lanka,33,57,25,7,81
Europe,Latvia,Sweden,376,57,25,62,15
Europe,Latvia,Switzerland,76,57,25,47,8
Europe,Latvia,Syrian Arab Republic,16,57,25,35,38
Europe,Latvia,Tajikistan,561,57,25,39,71
Europe,Latvia,Thailand,10,57,25,15,100
Europe,Latvia,Trinidad and Tobago,1,57,25,11,-61
Europe,Latvia,Tunisia,1,57,25,34,9
Europe,Latvia,Turkey,88,57,25,39.059012,34.911546
Europe,Latvia,Turkmenistan,598,57,25,40,60
Europe,Latvia,Uganda,1,57,25,2,33
Europe,Latvia,Ukraine,"33,493",57,25,49,32
Europe,Latvia,United Arab Emirates,7,57,25,24,54
Europe,Latvia,United Kingdom,"1,148",57,25,54,-4
Europe,Latvia,United States,597,57,25,39.828175,-98.5795
Europe,Latvia,Uruguay,1,57,25,-33,-56
Europe,Latvia,Uzbekistan,"1,925",57,25,41.707542,63.84911
Europe,Latvia,Bolivarian Republic of Venezuela,29,57,25,8,-66
Europe,Latvia,Viet Nam,8,57,25,16.166667,107.833333
Europe,Latvia,Zimbabwe,3,57,25,-19,29
Europe,Lithuania,Afghanistan,21,56,24,33,66
Europe,Lithuania,Argentina,57,56,24,-34,-64
Europe,Lithuania,Armenia,574,56,24,40,45
Europe,Lithuania,Australia,38,56,24,-25,135
Europe,Lithuania,Austria,51,56,24,47.333333,13.333333
Europe,Lithuania,Azerbaijan,873,56,24,40.5,47.5
Europe,Lithuania,Belarus,"35,005",56,24,53,28
Europe,Lithuania,Belgium,174,56,24,50.833333,4
Europe,Lithuania,Brazil,60,56,24,-10,-55
Europe,Lithuania,Bulgaria,71,56,24,43,25
Europe,Lithuania,Cape Verde,31,56,24,16,-24
Europe,Lithuania,China,51,56,24,35,105
Europe,Lithuania,Czech Republic,28,56,24,49.75,15
Europe,Lithuania,Congo,80,56,24,-1,15
Europe,Lithuania,Denmark,300,56,24,56,10
Europe,Lithuania,Egypt,48,56,24,27,30
Europe,Lithuania,Estonia,811,56,24,59,26
Europe,Lithuania,Finland,86,56,24,64,26
Europe,Lithuania,France,284,56,24,46,2
Europe,Lithuania,Georgia,612,56,24,41.999981,43.499905
Europe,Lithuania,Germany,"1,512",56,24,51.5,10.5
Europe,Lithuania,Greece,49,56,24,39,22
Europe,Lithuania,Hungary,98,56,24,47,20
Europe,Lithuania,Iceland,46,56,24,65,-18
Europe,Lithuania,Islamic Republic of Iran,70,56,24,32,53
Europe,Lithuania,Ireland,"1,240",56,24,53,-8
Europe,Lithuania,Israel,33,56,24,31.5,34.75
Europe,Lithuania,Italy,286,56,24,42.833333,12.833333
Europe,Lithuania,Japan,24,56,24,36,138
Europe,Lithuania,Kazakhstan,"4,541",56,24,48,68
Europe,Lithuania,Kyrgyzstan,385,56,24,41,75
Europe,Lithuania,Latvia,"5,644",56,24,57,25
Europe,Lithuania,Lebanon,44,56,24,33.833333,35.833333
Europe,Lithuania,Mongolia,64,56,24,46,105
Europe,Lithuania,Netherlands,111,56,24,52.5,5.75
Europe,Lithuania,Nigeria,24,56,24,10,8
Europe,Lithuania,Norway,967,56,24,62,10
Europe,Lithuania,Pakistan,54,56,24,30,70
Europe,Lithuania,Poland,"2,228",56,24,52,20
Europe,Lithuania,Portugal,50,56,24,39.5,-8
Europe,Lithuania,Republic of Moldova,601,56,24,47,29
Europe,Lithuania,Romania,181,56,24,46,25
Europe,Lithuania,Russian Federation,"59,466",56,24,60,100
Europe,Lithuania,Slovakia,29,56,24,48.666667,19.5
Europe,Lithuania,Spain,557,56,24,40,-4
Europe,Lithuania,Sweden,260,56,24,62,15
Europe,Lithuania,Switzerland,43,56,24,47,8
Europe,Lithuania,Tajikistan,332,56,24,39,71
Europe,Lithuania,Turkey,64,56,24,39.059012,34.911546
Europe,Lithuania,Turkmenistan,245,56,24,40,60
Europe,Lithuania,Ukraine,"12,248",56,24,49,32
Europe,Lithuania,United Arab Emirates,23,56,24,24,54
Europe,Lithuania,United Kingdom,"3,301",56,24,54,-4
Europe,Lithuania,United States,609,56,24,39.828175,-98.5795
Europe,Lithuania,Uruguay,22,56,24,-33,-56
Europe,Lithuania,Uzbekistan,959,56,24,41.707542,63.84911
Europe,Lithuania,Viet Nam,34,56,24,16.166667,107.833333
Europe,Norway,Afghanistan,"13,238",62,10,33,66
Europe,Norway,Albania,972,62,10,41,20
Europe,Norway,Algeria,"1,215",62,10,28,3
Europe,Norway,Angola,486,62,10,-12.5,18.5
Europe,Norway,Argentina,"1,086",62,10,-34,-64
Europe,Norway,Armenia,305,62,10,40,45
Europe,Norway,Australia,"2,176",62,10,-25,135
Europe,Norway,Austria,"1,588",62,10,47.333333,13.333333
Europe,Norway,Azerbaijan,511,62,10,40.5,47.5
Europe,Norway,Bahamas,20,62,10,24,-76
Europe,Norway,Bahrain,31,62,10,26,50.5
Europe,Norway,Bangladesh,"1,000",62,10,24,90
Europe,Norway,Barbados,22,62,10,13.166667,-59.533333
Europe,Norway,Belarus,996,62,10,53,28
Europe,Norway,Belgium,"1,672",62,10,50.833333,4
Europe,Norway,Benin,28,62,10,9.5,2.25
Europe,Norway,Bhutan,368,62,10,27.5,90.5
Europe,Norway,Plurinational State of Bolivia,531,62,10,-17,-65
Europe,Norway,Bosnia and Herzegovina,"13,343",62,10,44.25,17.833333
Europe,Norway,Botswana,119,62,10,-22,24
Europe,Norway,Brazil,"5,176",62,10,-10,-55
Europe,Norway,Brunei Darussalam,33,62,10,4.5,114.666667
Europe,Norway,Bulgaria,"5,739",62,10,43,25
Europe,Norway,Burkina Faso,32,62,10,13,-2
Europe,Norway,Burundi,"1,030",62,10,-3.5,30
Europe,Norway,Cambodia,392,62,10,13,105
Europe,Norway,Cameroon,404,62,10,6,12
Europe,Norway,Canada,686,62,10,60,-96
Europe,Norway,Cape Verde,"3,032",62,10,16,-24
Europe,Norway,Chad,23,62,10,15,19
Europe,Norway,Chile,"6,631",62,10,-30,-71
Europe,Norway,China,"11,203",62,10,35,105
Europe,Norway,Hong Kong,"1,018",62,10,22.25,114.166667
Europe,Norway,Macao,86,62,10,22.157778,113.559722
Europe,Norway,Colombia,"5,693",62,10,4,-72
Europe,Norway,Cook Islands,"2,168",62,10,-16.083333,-161.583333
Europe,Norway,Cote dIvoire,278,62,10,8,-5
Europe,Norway,Croatia,327,62,10,45.166667,15.5
Europe,Norway,Cuba,"3,409",62,10,22,-79.5
Europe,Norway,Curacao,966,62,10,12.166667,-69
Europe,Norway,Czech Republic,192,62,10,49.75,15
Europe,Norway,Congo,"2,148",62,10,-1,15
Europe,Norway,Democratic Peoples Republic of Korea ,40,62,10,40,127
Europe,Norway,The Democratic Republic of the Congo,246,62,10,0,25
Europe,Norway,Denmark,"25,260",62,10,56,10
Europe,Norway,Djibouti,54,62,10,11.5,42.5
Europe,Norway,Dominican Republic,796,62,10,19,-70.666667
Europe,Norway,Ecuador,758,62,10,-2,-77.5
Europe,Norway,Egypt,"1,079",62,10,27,30
Europe,Norway,El Salvador,203,62,10,13.833333,-88.916667
Europe,Norway,Eritrea,"14,821",62,10,15,39
Europe,Norway,Estonia,"5,096",62,10,59,26
Europe,Norway,Ethiopia,"7,742",62,10,8,38
Europe,Norway,Faeroe Islands,884,62,10,,
Europe,Norway,Fiji,41,62,10,-18,178
Europe,Norway,Finland,"6,825",62,10,64,26
Europe,Norway,France,"6,286",62,10,46,2
Europe,Norway,Gambia,"1,159",62,10,13.5,-15.5
Europe,Norway,Georgia,315,62,10,41.999981,43.499905
Europe,Norway,Germany,"28,212",62,10,51.5,10.5
Europe,Norway,Ghana,"1,897",62,10,8,-2
Europe,Norway,Greece,"2,270",62,10,39,22
Europe,Norway,Greenland,291,62,10,72,-40
Europe,Norway,Guatemala,446,62,10,15.5,-90.25
Europe,Norway,Guinea,266,62,10,11,-10
Europe,Norway,Guinea-Bissau,55,62,10,12,-15
Europe,Norway,Guyana,87,62,10,5,-59
Europe,Norway,Haiti,41,62,10,19,-72.416667
Europe,Norway,Honduras,116,62,10,15,-86.5
Europe,Norway,Hungary,"3,940",62,10,47,20
Europe,Norway,Iceland,"8,274",62,10,65,-18
Europe,Norway,India,"11,970",62,10,20,77
Europe,Norway,Indonesia,"1,532",62,10,-5,120
Europe,Norway,Islamic Republic of Iran,"16,185",62,10,32,53
Europe,Norway,Iraq,"22,160",62,10,33,44
Europe,Norway,Ireland,"1,107",62,10,53,-8
Europe,Norway,Israel,820,62,10,31.5,34.75
Europe,Norway,Italy,"3,971",62,10,42.833333,12.833333
Europe,Norway,Jamaica,158,62,10,18.25,-77.5
Europe,Norway,Japan,"1,395",62,10,36,138
Europe,Norway,Jordan,414,62,10,31,36
Europe,Norway,Kazakhstan,896,62,10,48,68
Europe,Norway,Kenya,"1,950",62,10,1,38
Europe,Norway,Kuwait,396,62,10,29.5,47.75
Europe,Norway,Kyrgyzstan,190,62,10,41,75
Europe,Norway,Lao Peoples Democratic Republic,100,62,10,18,105
Europe,Norway,Latvia,"9,647",62,10,57,25
Europe,Norway,Lebanon,"1,862",62,10,33.833333,35.833333
Europe,Norway,Liberia,935,62,10,6.5,-9.5
Europe,Norway,Libya,531,62,10,25,17
Europe,Norway,Liechtenstein,23,62,10,47.166667,9.533333
Europe,Norway,Lithuania,"35,941",62,10,56,24
Europe,Norway,Luxembourg,135,62,10,49.75,6.166667
