destination_continent,destination_name,origin_name,population,destination_lat,destination_lon,origin_lat,origin_lon
Africa,Angola,South Africa,"7,144",-12.5,18.5,-30,26
Africa,Angola,Zambia,350,-12.5,18.5,-15,30
Africa,Cameroon,Angola,"1,964",6,12,-12.5,18.5
Africa,Cameroon,Benin,"1,844",6,12,9.5,2.25
Africa,Cameroon,Cape Verde,137,6,12,16,-24
Africa,Cameroon,Central African Republic,"201,957",6,12,7,21
Africa,Cameroon,Chad,"54,160",6,12,15,19
Africa,Cameroon,Cook Islands,"2,270",6,12,-16.083333,-161.583333
Africa,Cameroon,The Democratic Republic of the Congo,"3,134",6,12,0,25
Africa,Cameroon,Equatorial Guinea,"2,580",6,12,2,10
Africa,Cameroon,France,"3,547",6,12,46,2
Africa,Cameroon,Gabon,811,6,12,-1,11.75
Africa,Cameroon,Germany,226,6,12,51.5,10.5
Africa,Cameroon,Greece,147,6,12,39,22
Africa,Cameroon,Guinea,"3,518",6,12,11,-10
Africa,Cameroon,Italy,390,6,12,42.833333,12.833333
Africa,Cameroon,Liberia,"3,270",6,12,6.5,-9.5
Africa,Cameroon,Mali,"6,303",6,12,17,-4
Africa,Cameroon,Netherlands,122,6,12,52.5,5.75
Africa,Cameroon,Niger,"8,071",6,12,16,8
Africa,Cameroon,Nigeria,"81,676",6,12,10,8
Africa,Cameroon,Senegal,"2,423",6,12,14,-14
Africa,Cameroon,United Kingdom,196,6,12,54,-4
Africa,Cameroon,United States,629,6,12,39.828175,-98.5795
Africa,Central African Republic,Australia,10,7,21,-25,135
Africa,Central African Republic,Austria,21,7,21,47.333333,13.333333
Africa,Central African Republic,Cape Verde,186,7,21,16,-24
Africa,Central African Republic,Chad,"10,029",7,21,15,19
Africa,Central African Republic,Czech Republic,7,7,21,49.75,15
Africa,Central African Republic,The Democratic Republic of the Congo,"17,219",7,21,0,25
Africa,Central African Republic,Denmark,2,7,21,56,10
Africa,Central African Republic,Egypt,38,7,21,27,30
Africa,Central African Republic,France,"9,583",7,21,46,2
Africa,Central African Republic,Ireland,10,7,21,53,-8
Africa,Central African Republic,Italy,66,7,21,42.833333,12.833333
Africa,Central African Republic,Mali,301,7,21,17,-4
Africa,Central African Republic,Netherlands,33,7,21,52.5,5.75
Africa,Central African Republic,Russian Federation,136,7,21,60,100
Africa,Central African Republic,Sao Tome and Principe,73,7,21,1,7
Africa,Central African Republic,Slovenia,43,7,21,46.25,15.166667
Africa,Central African Republic,South Africa,52,7,21,-30,26
Africa,Central African Republic,Sudan,"19,546",7,21,16,30
Africa,Central African Republic,Sweden,12,7,21,62,15
Africa,Central African Republic,Switzerland,145,7,21,47,8
Africa,Central African Republic,Togo,9,7,21,8,1.166667
Africa,Central African Republic,Turkey,7,7,21,39.059012,34.911546
Africa,Central African Republic,United States,548,7,21,39.828175,-98.5795
Africa,Chad,Canada,"36,938",15,19,60,-96
Africa,Chad,Central African Republic,"93,259",15,19,7,21
Africa,Chad,Cook Islands,852,15,19,-16.083333,-161.583333
Africa,Chad,The Democratic Republic of the Congo,306,15,19,0,25
Africa,Chad,France,"1,056",15,19,46,2
Africa,Chad,Gabon,349,15,19,-1,11.75
Africa,Chad,Libya,"1,307",15,19,25,17
Africa,Chad,Niger,"3,115",15,19,16,8
Africa,Chad,Nigeria,"2,977",15,19,10,8
Africa,Chad,Sudan,"363,465",15,19,16,30
Africa,Congo,Angola,"41,238",-1,15,-12.5,18.5
Africa,Congo,Benin,"15,194",-1,15,9.5,2.25
Africa,Congo,Canada,"11,300",-1,15,60,-96
Africa,Congo,Central African Republic,"32,696",-1,15,7,21
Africa,Congo,Chad,"10,565",-1,15,15,19
Africa,Congo,China,924,-1,15,35,105
Africa,Congo,Curacao,536,-1,15,12.166667,-69
Africa,Congo,The Democratic Republic of the Congo,"170,368",-1,15,0,25
Africa,Congo,Equatorial Guinea,"1,582",-1,15,2,10
Africa,Congo,France,"10,320",-1,15,46,2
Africa,Congo,Gabon,"3,163",-1,15,-1,11.75
Africa,Congo,Germany,579,-1,15,51.5,10.5
Africa,Congo,Lebanon,"1,167",-1,15,33.833333,35.833333
Africa,Congo,Mali,"33,918",-1,15,17,-4
Africa,Congo,Mauritania,"3,149",-1,15,20,-12
Africa,Congo,Portugal,"1,441",-1,15,39.5,-8
Africa,Congo,Russian Federation,"2,576",-1,15,60,100
Africa,Congo,Rwanda,"25,119",-1,15,-2,30
Africa,Congo,Senegal,"13,265",-1,15,14,-14
Africa,Congo,Togo,"2,437",-1,15,8,1.166667
Africa,Congo,United States,166,-1,15,39.828175,-98.5795
Africa,The Democratic Republic of the Congo,Angola,"185,205",0,25,-12.5,18.5
Africa,The Democratic Republic of the Congo,Burundi,"39,062",0,25,-3.5,30
Africa,The Democratic Republic of the Congo,Central African Republic,"73,094",0,25,7,21
Africa,The Democratic Republic of the Congo,Cook Islands,"6,545",0,25,-16.083333,-161.583333
Africa,The Democratic Republic of the Congo,Rwanda,"97,168",0,25,-2,30
Africa,The Democratic Republic of the Congo,South Sudan,"8,749",0,25,8,30
Africa,The Democratic Republic of the Congo,Sudan,"5,621",0,25,16,30
Africa,The Democratic Republic of the Congo,Uganda,"6,224",0,25,2,33
Africa,Equatorial Guinea,Canada,798,2,10,60,-96
Africa,Equatorial Guinea,France,"4,561",2,10,46,2
Africa,Equatorial Guinea,Gabon,256,2,10,-1,11.75
Africa,Equatorial Guinea,Nigeria,359,2,10,10,8
Africa,Equatorial Guinea,Sao Tome and Principe,"1,493",2,10,1,7
Africa,Equatorial Guinea,Spain,"1,279",2,10,40,-4
Africa,Gabon,Algeria,71,-1,11.75,28,3
Africa,Gabon,Angola,717,-1,11.75,-12.5,18.5
Africa,Gabon,Belgium,324,-1,11.75,50.833333,4
Africa,Gabon,Benin,"33,794",-1,11.75,9.5,2.25
Africa,Gabon,Burkina Faso,"4,526",-1,11.75,13,-2
Africa,Gabon,Burundi,109,-1,11.75,-3.5,30
Africa,Gabon,Canada,"32,792",-1,11.75,60,-96
Africa,Gabon,Cape Verde,189,-1,11.75,16,-24
Africa,Gabon,Chad,"2,929",-1,11.75,15,19
Africa,Gabon,China,224,-1,11.75,35,105
Africa,Gabon,Cook Islands,"10,564",-1,11.75,-16.083333,-161.583333
Africa,Gabon,Croatia,"2,197",-1,11.75,45.166667,15.5
Africa,Gabon,Democratic Peoples Republic of Korea ,104,-1,11.75,40,127
Africa,Gabon,The Democratic Republic of the Congo,"5,766",-1,11.75,0,25
Africa,Gabon,Equatorial Guinea,"56,283",-1,11.75,2,10
Africa,Gabon,France,"10,403",-1,11.75,46,2
Africa,Gabon,Germany,57,-1,11.75,51.5,10.5
Africa,Gabon,Ghana,"4,119",-1,11.75,8,-2
Africa,Gabon,Guinea,"3,222",-1,11.75,11,-10
Africa,Gabon,Israel,11,-1,11.75,31.5,34.75
Africa,Gabon,Japan,21,-1,11.75,36,138
Africa,Gabon,Lebanon,"1,619",-1,11.75,33.833333,35.833333
Africa,Gabon,Mali,"35,709",-1,11.75,17,-4
Africa,Gabon,Morocco,463,-1,11.75,32,-5
Africa,Gabon,Nigeria,"15,479",-1,11.75,10,8
Africa,Gabon,Republic of Korea,126,-1,11.75,37,127.5
Africa,Gabon,Rwanda,136,-1,11.75,-2,30
Africa,Gabon,Sao Tome and Principe,"4,213",-1,11.75,1,7
Africa,Gabon,Senegal,"19,746",-1,11.75,14,-14
Africa,Gabon,South Africa,9,-1,11.75,-30,26
Africa,Gabon,Syrian Arab Republic,19,-1,11.75,35,38
Africa,Gabon,Togo,"14,900",-1,11.75,8,1.166667
Africa,Gabon,Tunisia,145,-1,11.75,34,9
Africa,Gabon,United States,356,-1,11.75,39.828175,-98.5795
Africa,Sao Tome and Principe,Angola,358,1,7,-12.5,18.5
Africa,Sao Tome and Principe,Cambodia,"1,363",1,7,13,105
Africa,Sao Tome and Principe,Equatorial Guinea,146,1,7,2,10
Africa,Sao Tome and Principe,Gabon,237,1,7,-1,11.75
Africa,Sao Tome and Principe,Mozambique,116,1,7,-18.25,35
Africa,Sao Tome and Principe,Portugal,118,1,7,39.5,-8
Africa,Algeria,France,"1,000",28,3,46,2
Africa,Algeria,Germany,"1,399",28,3,51.5,10.5
Africa,Algeria,Indonesia,"2,600",28,3,-5,120
Africa,Algeria,Iraq,"13,632",28,3,33,44
Africa,Algeria,Italy,"1,332",28,3,42.833333,12.833333
Africa,Algeria,Jordan,"4,063",28,3,31,36
Africa,Algeria,Kuwait,"2,150",28,3,29.5,47.75
Africa,Algeria,Lebanon,"2,203",28,3,33.833333,35.833333
Africa,Algeria,Libya,"4,182",28,3,25,17
Africa,Algeria,Malaysia,"1,577",28,3,2.5,112.5
Africa,Algeria,Russian Federation,"1,443",28,3,60,100
Africa,Algeria,Saudi Arabia,"7,062",28,3,25,45
Africa,Algeria,Somalia,"20,810",28,3,6,48
Africa,Algeria,State of Palestine,"56,961",28,3,,
Africa,Algeria,Sudan,"2,873",28,3,16,30
Africa,Algeria,Syrian Arab Republic,"5,526",28,3,35,38
Africa,Algeria,United Kingdom,"1,440",28,3,54,-4
Africa,Algeria,United States,"1,968",28,3,39.828175,-98.5795
Africa,Algeria,Western Sahara,"90,939",28,3,25,-13.5
Africa,Algeria,Yemen,"4,257",28,3,15.5,47.5
Africa,Egypt,Afghanistan,235,27,30,33,66
Africa,Egypt,Albania,134,27,30,41,20
Africa,Egypt,Algeria,987,27,30,28,3
Africa,Egypt,Angola,32,27,30,-12.5,18.5
Africa,Egypt,Antigua and Barbuda,19,27,30,17.05,-61.8
Africa,Egypt,Argentina,279,27,30,-34,-64
Africa,Egypt,Armenia,179,27,30,40,45
Africa,Egypt,Australia,524,27,30,-25,135
Africa,Egypt,Austria,674,27,30,47.333333,13.333333
Africa,Egypt,Azerbaijan,37,27,30,40.5,47.5
Africa,Egypt,Bahamas,17,27,30,24,-76
Africa,Egypt,Bahrain,448,27,30,26,50.5
Africa,Egypt,Bangladesh,283,27,30,24,90
Africa,Egypt,Belarus,311,27,30,53,28
Africa,Egypt,Belgium,626,27,30,50.833333,4
Africa,Egypt,Benin,42,27,30,9.5,2.25
Africa,Egypt,Bosnia and Herzegovina,70,27,30,44.25,17.833333
Africa,Egypt,Brazil,146,27,30,-10,-55
Africa,Egypt,Brunei Darussalam,77,27,30,4.5,114.666667
Africa,Egypt,Bulgaria,77,27,30,43,25
Africa,Egypt,Burkina Faso,74,27,30,13,-2
Africa,Egypt,Burundi,42,27,30,-3.5,30
Africa,Egypt,Canada,141,27,30,60,-96
Africa,Egypt,Cape Verde,707,27,30,16,-24
Africa,Egypt,Central African Republic,65,27,30,7,21
Africa,Egypt,Chad,371,27,30,15,19
Africa,Egypt,Chile,31,27,30,-30,-71
Africa,Egypt,China,856,27,30,35,105
Africa,Egypt,Colombia,65,27,30,4,-72
Africa,Egypt,Comoros,"1,013",27,30,-12.166667,44.25
Africa,Egypt,Cook Islands,83,27,30,-16.083333,-161.583333
Africa,Egypt,Croatia,256,27,30,45.166667,15.5
Africa,Egypt,Cuba,115,27,30,22,-79.5
Africa,Egypt,Czech Republic,96,27,30,49.75,15
Africa,Egypt,Congo,225,27,30,-1,15
Africa,Egypt,Democratic Peoples Republic of Korea ,115,27,30,40,127
Africa,Egypt,The Democratic Republic of the Congo,146,27,30,0,25
Africa,Egypt,Denmark,337,27,30,56,10
Africa,Egypt,Djibouti,414,27,30,11.5,42.5
Africa,Egypt,Ecuador,14,27,30,-2,-77.5
Africa,Egypt,El Salvador,237,27,30,13.833333,-88.916667
Africa,Egypt,Eritrea,"2,368",27,30,15,39
Africa,Egypt,Estonia,30,27,30,59,26
Africa,Egypt,Ethiopia,"1,457",27,30,8,38
Africa,Egypt,Finland,278,27,30,64,26
Africa,Egypt,France,"3,184",27,30,46,2
Africa,Egypt,Gambia,33,27,30,13.5,-15.5
Africa,Egypt,Germany,"8,609",27,30,51.5,10.5
Africa,Egypt,Ghana,262,27,30,8,-2
Africa,Egypt,Gibraltar,11,27,30,36.133333,-5.35
Africa,Egypt,Greece,"1,423",27,30,39,22
Africa,Egypt,Guatemala,11,27,30,15.5,-90.25
Africa,Egypt,Guinea,160,27,30,11,-10
Africa,Egypt,Guinea-Bissau,103,27,30,12,-15
Africa,Egypt,Hungary,149,27,30,47,20
Africa,Egypt,India,"1,387",27,30,20,77
Africa,Egypt,Indonesia,"3,211",27,30,-5,120
Africa,Egypt,Islamic Republic of Iran,168,27,30,32,53
Africa,Egypt,Iraq,"11,877",27,30,33,44
Africa,Egypt,Ireland,107,27,30,53,-8
Africa,Egypt,Israel,790,27,30,31.5,34.75
Africa,Egypt,Italy,"4,661",27,30,42.833333,12.833333
Africa,Egypt,Japan,"1,286",27,30,36,138
Africa,Egypt,Jordan,"5,846",27,30,31,36
Africa,Egypt,Kazakhstan,237,27,30,48,68
Africa,Egypt,Kenya,154,27,30,1,38
Africa,Egypt,Kuwait,"3,334",27,30,29.5,47.75
Africa,Egypt,Kyrgyzstan,70,27,30,41,75
Africa,Egypt,Lebanon,"3,542",27,30,33.833333,35.833333
Africa,Egypt,Liberia,53,27,30,6.5,-9.5
Africa,Egypt,Libya,"5,591",27,30,25,17
Africa,Egypt,Madagascar,46,27,30,-20,47
Africa,Egypt,Malawi,32,27,30,-13.5,34
Africa,Egypt,Malaysia,"3,144",27,30,2.5,112.5
Africa,Egypt,Maldives,32,27,30,3.2,73
Africa,Egypt,Mali,241,27,30,17,-4
Africa,Egypt,Mauritania,174,27,30,20,-12
Africa,Egypt,Mexico,74,27,30,23,-102
Africa,Egypt,Monaco,91,27,30,43.733333,7.4
Africa,Egypt,Mongolia,17,27,30,46,105
Africa,Egypt,Morocco,"1,183",27,30,32,-5
Africa,Egypt,Mozambique,19,27,30,-18.25,35
Africa,Egypt,Myanmar,14,27,30,22,98
Africa,Egypt,Namibia,298,27,30,-22,17
Africa,Egypt,Netherlands,"1,105",27,30,52.5,5.75
Africa,Egypt,New Zealand,103,27,30,-42,174
Africa,Egypt,Niger,130,27,30,16,8
Africa,Egypt,Nigeria,904,27,30,10,8
Africa,Egypt,Norway,135,27,30,62,10
Africa,Egypt,Oman,605,27,30,21,57
Africa,Egypt,Pakistan,689,27,30,30,70
Africa,Egypt,Philippines,"1,222",27,30,13,122
Africa,Egypt,Poland,423,27,30,52,20
Africa,Egypt,Portugal,51,27,30,39.5,-8
Africa,Egypt,Qatar,446,27,30,25.5,51.25
Africa,Egypt,Republic of Korea,333,27,30,37,127.5
Africa,Egypt,Republic of Moldova,70,27,30,47,29
Africa,Egypt,Romania,270,27,30,46,25
Africa,Egypt,Russian Federation,"8,348",27,30,60,100
Africa,Egypt,Rwanda,50,27,30,-2,30
Africa,Egypt,Saudi Arabia,"9,125",27,30,25,45
Africa,Egypt,Senegal,473,27,30,14,-14
Africa,Egypt,Seychelles,23,27,30,-4.583333,55.666667
Africa,Egypt,Sierra Leone,70,27,30,8.5,-11.5
Africa,Egypt,Singapore,160,27,30,1.366667,103.8
Africa,Egypt,Slovakia,70,27,30,48.666667,19.5
Africa,Egypt,Somalia,"22,709",27,30,6,48
Africa,Egypt,South Africa,249,27,30,-30,26
Africa,Egypt,Spain,463,27,30,40,-4
Africa,Egypt,Sri Lanka,249,27,30,7,81
Africa,Egypt,State of Palestine,"150,486",27,30,,
Africa,Egypt,Sudan,"31,589",27,30,16,30
Africa,Egypt,Sweden,394,27,30,62,15
Africa,Egypt,Switzerland,"1,521",27,30,47,8
Africa,Egypt,Syrian Arab Republic,"146,837",27,30,35,38
Africa,Egypt,Tajikistan,145,27,30,39,71
Africa,Egypt,Thailand,"1,199",27,30,15,100
Africa,Egypt,The former Yugoslav Republic of Macedonia  ,134,27,30,41.833333,22
Africa,Egypt,Tunisia,872,27,30,34,9
Africa,Egypt,Turkey,998,27,30,39.059012,34.911546
Africa,Egypt,Turkmenistan,53,27,30,40,60
Africa,Egypt,Uganda,97,27,30,2,33
Africa,Egypt,Ukraine,191,27,30,49,32
Africa,Egypt,United Arab Emirates,797,27,30,24,54
Africa,Egypt,United Kingdom,"3,504",27,30,54,-4
Africa,Egypt,United Republic of Tanzania,163,27,30,-6,35
Africa,Egypt,United States,"6,730",27,30,39.828175,-98.5795
Africa,Egypt,Uzbekistan,126,27,30,41.707542,63.84911
Africa,Egypt,Bolivarian Republic of Venezuela,38,27,30,8,-66
Africa,Egypt,Yemen,"6,351",27,30,15.5,47.5
Africa,Egypt,Zambia,30,27,30,-15,30
Africa,Egypt,Zimbabwe,38,27,30,-19,29
Africa,Libya,Afghanistan,320,25,17,33,66
Africa,Libya,Albania,301,25,17,41,20
Africa,Libya,Algeria,"3,589",25,17,28,3
Africa,Libya,Armenia,255,25,17,40,45
Africa,Libya,Australia,748,25,17,-25,135
Africa,Libya,Austria,752,25,17,47.333333,13.333333
Africa,Libya,Bahrain,968,25,17,26,50.5
Africa,Libya,Bangladesh,"1,250",25,17,24,90
Africa,Libya,Belarus,761,25,17,53,28
Africa,Libya,Belgium,675,25,17,50.833333,4
Africa,Libya,Bosnia and Herzegovina,329,25,17,44.25,17.833333
Africa,Libya,Brazil,255,25,17,-10,-55
Africa,Libya,Cape Verde,"2,850",25,17,16,-24
Africa,Libya,Chad,860,25,17,15,19
Africa,Libya,China,"3,074",25,17,35,105
Africa,Libya,Comoros,"4,295",25,17,-12.166667,44.25
Africa,Libya,Cook Islands,402,25,17,-16.083333,-161.583333
Africa,Libya,Croatia,596,25,17,45.166667,15.5
Africa,Libya,The Democratic Republic of the Congo,434,25,17,0,25
Africa,Libya,Denmark,770,25,17,56,10
Africa,Libya,Djibouti,"1,425",25,17,11.5,42.5
Africa,Libya,Egypt,"21,004",25,17,27,30
Africa,Libya,El Salvador,708,25,17,13.833333,-88.916667
Africa,Libya,Eritrea,"1,983",25,17,15,39
Africa,Libya,Ethiopia,"1,831",25,17,8,38
Africa,Libya,Finland,830,25,17,64,26
Africa,Libya,France,"5,027",25,17,46,2
Africa,Libya,Germany,"7,029",25,17,51.5,10.5
Africa,Libya,Ghana,614,25,17,8,-2
Africa,Libya,Greece,"2,617",25,17,39,22
Africa,Libya,Guinea-Bissau,310,25,17,12,-15
Africa,Libya,Hungary,338,25,17,47,20
Africa,Libya,India,"4,842",25,17,20,77
Africa,Libya,Indonesia,"13,064",25,17,-5,120
Africa,Libya,Islamic Republic of Iran,411,25,17,32,53
Africa,Libya,Iraq,"68,477",25,17,33,44
Africa,Libya,Italy,"6,690",25,17,42.833333,12.833333
Africa,Libya,Japan,"1,005",25,17,36,138
Africa,Libya,Jordan,"20,408",25,17,31,36
Africa,Libya,Kazakhstan,802,25,17,48,68
Africa,Libya,Kenya,335,25,17,1,38
Africa,Libya,Kuwait,"10,800",25,17,29.5,47.75
Africa,Libya,Lebanon,"11,067",25,17,33.833333,35.833333
Africa,Libya,Malaysia,"7,921",25,17,2.5,112.5
Africa,Libya,Mali,338,25,17,17,-4
Africa,Libya,Mauritania,357,25,17,20,-12
Africa,Libya,Monaco,276,25,17,43.733333,7.4
Africa,Libya,Morocco,"4,899",25,17,32,-5
Africa,Libya,Netherlands,"1,770",25,17,52.5,5.75
Africa,Libya,Niger,357,25,17,16,8
Africa,Libya,Nigeria,"2,850",25,17,10,8
Africa,Libya,Norway,335,25,17,62,10
Africa,Libya,Oman,"1,693",25,17,21,57
Africa,Libya,Pakistan,"2,459",25,17,30,70
Africa,Libya,Philippines,"4,410",25,17,13,122
Africa,Libya,Poland,678,25,17,52,20
Africa,Libya,Qatar,"1,414",25,17,25.5,51.25
Africa,Libya,Republic of Korea,715,25,17,37,127.5
Africa,Libya,Romania,596,25,17,46,25
Africa,Libya,Russian Federation,"7,246",25,17,60,100
Africa,Libya,Saudi Arabia,"35,474",25,17,25,45
Africa,Libya,Senegal,"1,120",25,17,14,-14
Africa,Libya,Sierra Leone,237,25,17,8.5,-11.5
Africa,Libya,Singapore,669,25,17,1.366667,103.8
Africa,Libya,Somalia,"104,539",25,17,6,48
Africa,Libya,South Africa,647,25,17,-30,26
Africa,Libya,South Sudan,"1,776",25,17,8,30
Africa,Libya,Spain,726,25,17,40,-4
Africa,Libya,Sri Lanka,367,25,17,7,81
Africa,Libya,State of Palestine,"286,136",25,17,,
Africa,Libya,Sudan,"14,428",25,17,16,30
Africa,Libya,Sweden,748,25,17,62,15
Africa,Libya,Switzerland,932,25,17,47,8
Africa,Libya,Syrian Arab Republic,"27,762",25,17,35,38
Africa,Libya,Tajikistan,678,25,17,39,71
Africa,Libya,Thailand,"2,850",25,17,15,100
Africa,Libya,Tunisia,"3,084",25,17,34,9
Africa,Libya,Turkey,"2,535",25,17,39.059012,34.911546
Africa,Libya,Turkmenistan,237,25,17,40,60
Africa,Libya,Ukraine,874,25,17,49,32
Africa,Libya,United Arab Emirates,"2,775",25,17,24,54
Africa,Libya,United Kingdom,"7,232",25,17,54,-4
Africa,Libya,United Republic of Tanzania,264,25,17,-6,35
Africa,Libya,United States,"9,885",25,17,39.828175,-98.5795
Africa,Libya,Uzbekistan,376,25,17,41.707542,63.84911
Africa,Libya,Yemen,"21,380",25,17,15.5,47.5
Africa,Morocco,Algeria,"13,664",32,-5,28,3
Africa,Morocco,Belgium,"1,426",32,-5,50.833333,4
Africa,Morocco,Cook Islands,"1,913",32,-5,-16.083333,-161.583333
Africa,Morocco,Egypt,"1,890",32,-5,27,30
Africa,Morocco,France,"29,271",32,-5,46,2
Africa,Morocco,Germany,"1,465",32,-5,51.5,10.5
Africa,Morocco,Guinea,"1,001",32,-5,11,-10
Africa,Morocco,Iraq,"1,743",32,-5,33,44
Africa,Morocco,Italy,"1,928",32,-5,42.833333,12.833333
Africa,Morocco,Lebanon,"1,373",32,-5,33.833333,35.833333
Africa,Morocco,Libya,"1,196",32,-5,25,17
Africa,Morocco,Mauritania,"1,619",32,-5,20,-12
Africa,Morocco,Senegal,"1,837",32,-5,14,-14
Africa,Morocco,Spain,"4,167",32,-5,40,-4
Africa,Morocco,Syrian Arab Republic,"2,082",32,-5,35,38
Africa,Morocco,Tunisia,"2,622",32,-5,34,9
Africa,Morocco,United Kingdom,"1,233",32,-5,54,-4
Africa,Morocco,United States,"1,858",32,-5,39.828175,-98.5795
Africa,Sudan,Central African Republic,"13,489",16,30,7,21
Africa,Sudan,Chad,"74,514",16,30,15,19
Africa,Sudan,China,"1,111",16,30,35,105
Africa,Sudan,The Democratic Republic of the Congo,800,16,30,0,25
Africa,Sudan,Egypt,"13,423",16,30,27,30
Africa,Sudan,Eritrea,"159,748",16,30,15,39
Africa,Sudan,Ethiopia,"60,734",16,30,8,38
Africa,Sudan,India,"1,277",16,30,20,77
Africa,Sudan,Kenya,"2,575",16,30,1,38
Africa,Sudan,Libya,"1,557",16,30,25,17
Africa,Sudan,Mali,678,16,30,17,-4
Africa,Sudan,Nigeria,"14,828",16,30,10,8
Africa,Sudan,Somalia,130,16,30,6,48
Africa,Sudan,South Sudan,"135,558",16,30,8,30
Africa,Sudan,Uganda,"1,250",16,30,2,33
Africa,Tunisia,Algeria,"10,443",34,9,28,3
Africa,Tunisia,Canada,718,34,9,60,-96
Africa,Tunisia,Croatia,648,34,9,45.166667,15.5
Africa,Tunisia,Egypt,"1,140",34,9,27,30
Africa,Tunisia,France,"8,638",34,9,46,2
Africa,Tunisia,Germany,"1,453",34,9,51.5,10.5
Africa,Tunisia,Iraq,638,34,9,33,44
Africa,Tunisia,Italy,"2,209",34,9,42.833333,12.833333
Africa,Tunisia,Libya,"9,147",34,9,25,17
Africa,Tunisia,Mali,999,34,9,17,-4
Africa,Tunisia,Mauritania,530,34,9,20,-12
Africa,Tunisia,Morocco,"5,803",34,9,32,-5
Africa,Tunisia,Nigeria,544,34,9,10,8
Africa,Tunisia,Senegal,411,34,9,14,-14
